ID,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
194,2014-06-09,55,23,0,11,3,2,2,1,1,0,3,6
3645,2012-08-30,19,19,3,26,10,9,3,3,2,0,4,8
8890,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6
5049,2013-06-06,19,14,0,24,3,3,2,1,3,0,2,9
9973,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7
7301,2012-11-17,76,4,22,11,3,7,32,2,3,0,3,8
10882,2012-11-09,50,407,53,221,58,150,26,4,4,3,6,4
7030,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6
7422,2012-08-22,90,85,44,54,102,78,6,3,5,1,7,7
3523,2013-01-23,83,583,34,309,0,22,125,2,5,4,8,3
7106,2014-03-31,73,483,0,591,156,0,12,1,3,5,10,1
6504,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5
5067,2014-02-14,11,966,26,282,52,26,26,1,2,7,11,5
4216,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3
8581,2013-03-05,4,604,0,100,19,0,28,9,10,2,8,8
5929,2014-05-06,14,19,3,19,3,1,3,2,2,0,3,7
3129,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6
6528,2014-06-05,75,2,2,2,2,1,1,1,1,0,2,8
1361,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1
6932,2013-04-13,77,1285,42,716,55,0,21,0,7,10,5,2
7284,2013-12-04,8,10,0,7,2,0,1,1,1,0,2,8
1340,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1
8746,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6
5987,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5
3767,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3
3725,2013-05-09,1,1248,16,349,43,16,16,1,2,4,9,4
4324,2012-10-29,42,235,0,235,19,4,191,5,8,1,7,8
238,2013-01-23,76,515,47,181,149,95,95,15,9,6,9,7
6694,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4
498,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5
9347,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5
9699,2013-12-21,12,357,35,271,28,28,14,3,6,2,12,5
10664,2013-09-07,14,400,4,35,6,0,22,2,9,1,5,8
5455,2013-08-22,89,99,0,15,2,1,5,3,2,1,4,7
456,2013-02-07,96,1,11,5,4,6,9,2,2,0,3,8
5012,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8
7495,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4
5029,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5
10642,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8
2106,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8
10364,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8
5954,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8
1137,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1
2541,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8
1142,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3
2276,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3
2807,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7
6471,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5
6131,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3
6233,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7
4148,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8
4947,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4
3225,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6
7540,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2
10648,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3
1992,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7
7851,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1
8594,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6
7059,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1
2815,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7
2416,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1
7999,2013-04-23,17,1239,17,413,23,34,17,1,5,6,5,2
9213,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8
9697,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6
3916,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7
2021,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4
1581,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8
564,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6
6619,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7
9081,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5
178,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5
916,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3
5512,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5
8970,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5
10581,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8
5300,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7
5154,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6
8346,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9
1676,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5
9286,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3
2426,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3
5172,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7
5562,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6
3436,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7
3921,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8
3403,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6
22,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8
10965,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6
9426,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8
6605,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7
3136,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5
8737,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3
11088,2013-04-21,83,1396,0,322,46,35,17,1,4,9,4,6
716,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3
466,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2
9135,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8
10623,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5
8151,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8
5140,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8
10160,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5
4945,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6
10584,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3
6071,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1
3386,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7
8939,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5
9925,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7
4320,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3
5389,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7
6036,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1
182,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8
203,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2
11025,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8
10203,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7
4607,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2
3711,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3
3696,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7
2532,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5
9214,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5
4943,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6
35,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6
2258,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8
4322,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2
713,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3
4702,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8
3281,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6
702,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5
2004,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1
4769,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7
4437,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4
8724,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6
10741,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7
1991,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5
6931,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4
11096,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2
304,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7
3665,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8
10591,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7
5036,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6
5547,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3
7822,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3
8541,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5
10955,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1
4368,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6
9671,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8
2256,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6
4279,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3
5371,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7
9240,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6
9460,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8
9504,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1
8692,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8
448,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5
8314,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2
8420,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5
3174,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6
7685,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5
3179,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2
9780,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4
10681,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4
10232,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3
4184,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4
9120,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8
891,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5
10381,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6
3525,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7
6818,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6
3526,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7
8181,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8
1029,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5
7369,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8
2574,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5
8159,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7
1160,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8
10242,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5
5253,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7
5966,2012-11-10,64,203,0,10,0,0,2,5,3,1,6,6
5314,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8
5081,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8
5123,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7
5756,2014-04-03,64,46,0,7,0,0,2,2,2,0,3,6
8036,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4
9058,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3
5057,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2
254,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7
4179,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4
3710,2012-10-12,41,19,0,35,6,4,17,2,2,1,2,7
7627,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2
4501,2013-11-10,94,292,127,635,132,127,165,1,3,7,9,1
6424,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4
3075,2013-09-11,47,130,30,168,20,34,0,1,3,4,7,1
4992,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7
5252,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7
7444,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8
6919,2013-06-04,39,4,7,15,13,9,15,3,2,1,3,6
3537,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8
10277,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7
2453,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5
7972,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1
895,2012-12-09,69,410,16,114,0,5,49,3,5,2,10,5
1177,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7
7141,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10
7232,2014-02-11,99,55,0,6,2,0,4,2,1,1,3,5
8477,2013-03-11,61,5,1,13,3,5,1,1,1,0,3,7
2457,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7
988,2014-05-07,84,410,0,592,147,22,22,1,6,4,7,3
7930,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6
4587,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3
6682,2012-12-11,41,2,8,1,4,7,15,1,1,0,3,8
6222,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7
10299,2012-11-09,73,389,91,248,64,49,41,3,6,3,13,5
3083,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7
8953,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8
1503,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1
8650,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4
10862,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2
2782,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6
6941,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7
10972,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1
10708,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7
6583,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3
3641,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6
10156,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3
4299,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7
3469,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9
5063,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9
10727,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8
9624,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1
5156,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4
4376,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7
8923,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3
8461,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7
6945,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5
944,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4
1907,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7
701,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2
3856,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2
4149,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2
2131,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6
2942,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5
1173,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2
4381,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6
4611,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3
3376,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4
4679,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4
10928,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5
4248,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1
6728,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9
6661,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6
4725,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2
3277,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8
5555,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0
2564,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6
946,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6
3867,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4
6940,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6
55,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6
7093,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7
5084,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4
1777,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8
8162,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6
10826,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8
8754,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7
1987,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6
11007,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8
7426,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3
9153,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5
10379,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6
9204,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3
3197,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4
2920,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8
6961,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8
4673,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5
9937,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1
8779,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9
9596,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2
2891,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6
4910,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7
75,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8
10120,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5
6327,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1
10142,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4
9826,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2
1501,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0
10767,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1
7279,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2
7230,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6
143,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2
450,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3
9316,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6
6379,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7
9239,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3
8315,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6
2868,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8
10888,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6
1277,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4
9977,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4
10196,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4
6384,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8
8029,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1
968,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7
6988,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4
4472,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2
6991,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8
3336,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7
4301,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7
1940,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8
1272,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5
1388,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6
1044,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4
6969,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7
10479,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1
3619,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2
1715,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7
10159,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6
1463,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7
5114,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4
4990,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7
4329,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7
10936,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3
4692,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9
7212,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6
6086,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2
437,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1
11171,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7
11101,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4
5329,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5
610,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8
9384,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3
5956,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8
10430,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5
7875,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2
7072,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4
6255,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2
6516,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7
5564,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4
5682,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5
7458,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8
5237,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5
7761,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6
5278,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3
3560,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1
7235,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5
10548,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1
2281,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7
4073,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6
6974,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2
7938,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3
7094,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4
3667,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8
7723,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3
3870,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4
4012,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6
5909,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8
10470,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4
6488,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5
10270,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7
6887,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6
6406,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3
7573,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7
4508,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1
221,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6
5331,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2
1911,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6
20,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4
8786,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6
10582,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2
1915,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3
8897,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8
2371,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7
4303,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20
6825,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7
1072,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6
4964,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1
2461,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3
10736,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2
3194,2014-04-05,86,412,12,546,78,182,0,1,4,4,10,1
10839,2014-04-14,42,6,5,5,8,0,5,2,1,0,3,4
49,2014-05-11,39,2,3,6,4,1,9,1,1,1,2,7
4290,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7
10219,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8
4211,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7
1135,2014-02-15,96,18,2,19,0,2,6,5,3,0,4,7
6299,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7
10846,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7
347,2012-09-08,30,229,27,71,13,3,34,4,7,1,5,9
6543,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2
10446,2012-11-07,58,184,23,446,30,23,23,1,5,4,7,2
3479,2013-07-19,49,4,8,11,12,2,13,1,2,0,3,7
11075,2013-10-29,37,183,2,64,7,2,12,4,3,3,5,4
4442,2013-04-05,70,31,19,35,26,14,52,2,1,1,5,3
199,2013-01-20,33,219,3,60,12,9,12,1,4,1,7,7
6722,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6
796,2012-10-23,17,584,44,212,46,8,177,3,11,4,8,8
3749,2013-03-02,54,627,91,597,159,91,15,1,6,5,12,3
8523,2013-12-14,39,24,1,16,12,2,5,3,4,0,3,8
310,2013-12-13,81,330,5,159,36,27,16,4,4,4,9,4
8629,2013-03-26,71,19,1,10,2,1,8,1,1,0,3,5
236,2013-01-19,62,28,23,29,29,14,47,3,2,1,4,6
9930,2013-11-05,8,606,148,228,15,148,22,1,6,8,13,2
3483,2013-04-06,76,1039,43,204,153,58,29,3,2,8,12,8
4599,2013-11-04,66,411,0,26,0,0,21,6,7,1,7,7
7326,2014-03-23,83,34,1,19,2,7,0,1,1,1,3,2
7352,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3
2350,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8
9145,2013-04-06,43,604,26,470,123,161,94,2,5,9,6,2
2964,2013-10-16,0,3,10,8,3,16,32,1,1,1,2,6
5585,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8
9687,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2
