ID,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
5084,0,0,0,0,0,0,3,11,0
1777,0,0,0,0,0,0,3,11,0
8162,0,0,0,0,0,0,3,11,0
10826,0,0,0,0,0,0,3,11,0
8754,0,0,0,0,0,0,3,11,0
1987,0,0,0,0,0,0,3,11,0
11007,0,0,0,0,0,0,3,11,0
7426,0,0,0,0,0,0,3,11,0
9153,0,0,0,0,0,0,3,11,0
10379,0,0,0,0,0,0,3,11,0
9204,0,0,0,0,0,0,3,11,0
3197,0,0,0,0,0,0,3,11,0
2920,0,0,0,0,0,0,3,11,0
6961,0,0,0,0,0,0,3,11,0
4673,0,0,0,1,0,0,3,11,1
9937,0,0,0,0,0,0,3,11,0
8779,1,0,0,0,0,0,3,11,1
9596,0,0,0,0,0,0,3,11,0
2891,0,0,0,0,0,0,3,11,0
4910,0,0,0,0,0,0,3,11,0
75,0,0,0,0,0,0,3,11,0
10120,0,0,0,0,0,0,3,11,0
6327,0,0,0,0,0,0,3,11,0
10142,0,0,0,0,0,0,3,11,0
9826,0,0,0,0,0,0,3,11,1
1501,0,0,0,0,0,0,3,11,0
10767,0,0,1,1,0,0,3,11,0
7279,0,0,0,0,0,0,3,11,0
7230,0,1,0,0,0,0,3,11,1
143,0,0,0,0,0,0,3,11,0
450,0,0,0,0,0,0,3,11,0
9316,0,0,0,0,0,0,3,11,0
6379,0,0,0,0,0,0,3,11,1
9239,0,0,0,0,0,0,3,11,0
8315,0,0,0,0,0,0,3,11,0
2868,0,0,0,0,0,0,3,11,1
10888,0,0,0,0,0,0,3,11,0
1277,0,0,0,1,0,0,3,11,0
9977,0,0,0,0,0,0,3,11,0
10196,0,0,0,0,0,0,3,11,0
6384,1,0,0,0,0,0,3,11,0
8029,0,1,1,1,0,0,3,11,1
968,0,0,0,0,0,0,3,11,0
6988,1,0,1,0,0,0,3,11,0
4472,0,0,0,0,0,0,3,11,0
6991,0,0,0,0,0,0,3,11,0
3336,1,0,0,0,0,0,3,11,0
4301,1,0,0,0,0,0,3,11,1
1940,0,0,0,0,0,0,3,11,0
1272,0,0,0,0,0,0,3,11,0
1388,0,0,0,0,0,0,3,11,0
1044,0,0,0,0,0,0,3,11,0
6969,0,0,0,0,0,0,3,11,0
10479,0,0,0,0,0,0,3,11,0
3619,0,0,1,0,0,0,3,11,1
1715,0,0,0,0,0,0,3,11,0
10159,0,0,0,0,0,0,3,11,0
1463,0,0,0,0,0,0,3,11,0
5114,0,0,0,0,0,0,3,11,0
4990,0,0,0,0,0,0,3,11,0
4329,0,0,0,0,0,0,3,11,0
10936,0,0,0,0,0,0,3,11,0
4692,1,0,0,0,0,0,3,11,1
7212,0,0,0,0,0,0,3,11,0
6086,0,0,0,1,0,0,3,11,0
437,0,0,0,0,0,0,3,11,0
11171,0,0,0,0,0,0,3,11,0
11101,0,0,1,0,0,0,3,11,0
5329,0,0,0,0,0,0,3,11,0
610,0,0,0,0,0,0,3,11,0
9384,0,0,0,0,0,0,3,11,0
5956,0,0,0,0,0,0,3,11,0
10430,0,1,1,1,0,0,3,11,0
7875,0,1,1,1,0,0,3,11,1
7072,0,0,0,0,0,0,3,11,0
6255,0,0,0,0,0,0,3,11,0
6516,0,0,0,0,0,0,3,11,0
5564,0,0,0,0,0,0,3,11,0
5682,0,0,0,0,0,0,3,11,0
7458,0,0,0,0,0,0,3,11,0
5237,0,0,0,0,0,0,3,11,0
7761,0,0,0,0,0,0,3,11,0
5278,0,0,0,1,0,0,3,11,0
3560,0,0,1,0,0,0,3,11,0
7235,0,0,0,0,0,0,3,11,0
10548,0,0,0,0,0,0,3,11,0
2281,1,0,0,0,0,0,3,11,0
4073,1,0,0,0,0,0,3,11,1
6974,0,0,0,0,0,0,3,11,0
7938,0,0,0,0,0,0,3,11,0
7094,0,0,0,0,0,0,3,11,0
3667,0,1,1,1,0,0,3,11,1
7723,0,0,0,0,0,0,3,11,0
3870,0,0,0,0,0,0,3,11,0
4012,0,0,0,0,0,0,3,11,1
5909,0,0,0,0,0,0,3,11,0
10470,0,0,0,0,0,0,3,11,0
6488,0,0,0,0,0,0,3,11,0
10270,0,0,0,0,0,0,3,11,0
6887,0,0,0,0,0,0,3,11,0
6406,0,0,0,0,0,0,3,11,0
7573,1,0,0,0,0,0,3,11,1
4508,0,0,0,0,0,0,3,11,0
221,0,0,0,0,0,0,3,11,0
5331,0,0,0,0,0,0,3,11,0
1911,0,0,0,0,0,0,3,11,0
20,0,0,0,0,0,0,3,11,0
8786,0,0,0,0,0,0,3,11,0
10582,0,0,0,0,0,0,3,11,0
1915,0,0,0,0,0,0,3,11,0
8897,0,0,0,0,0,0,3,11,1
2371,0,0,0,0,0,0,3,11,0
4303,0,0,0,0,0,0,3,11,0
6825,0,0,0,0,0,0,3,11,0
1072,0,0,0,0,0,0,3,11,0
4964,0,0,0,0,0,0,3,11,0
2461,0,0,0,0,0,0,3,11,0
10736,0,0,0,0,0,0,3,11,0
3194,0,0,0,0,0,0,3,11,0
10839,0,0,0,0,0,0,3,11,0
49,0,0,0,0,0,0,3,11,0
4290,0,0,0,0,0,0,3,11,0
10219,0,0,0,0,0,0,3,11,0
4211,0,0,0,0,0,0,3,11,0
1135,0,0,0,0,0,0,3,11,0
6299,1,0,0,0,0,0,3,11,1
10846,1,0,0,0,0,0,3,11,0
347,0,0,0,0,0,0,3,11,0
6543,0,0,0,0,0,0,3,11,0
10446,0,1,1,1,0,0,3,11,1
3479,1,0,0,0,0,0,3,11,0
11075,0,0,0,0,0,0,3,11,0
4442,0,0,0,0,0,0,3,11,0
199,0,1,0,0,0,0,3,11,0
6722,0,0,0,0,0,0,3,11,0
796,0,0,0,0,0,0,3,11,0
3749,0,0,0,0,0,0,3,11,0
8523,0,0,0,0,0,0,3,11,0
310,0,0,0,0,0,0,3,11,0
8629,0,0,0,0,0,0,3,11,0
236,0,0,0,0,0,0,3,11,0
9930,0,0,0,0,0,0,3,11,0
3483,0,1,0,1,1,0,3,11,1
4599,0,0,0,0,0,0,3,11,0
7326,0,0,0,0,0,0,3,11,0
7352,0,0,0,0,0,0,3,11,0
2350,0,1,0,0,0,0,3,11,0
9145,0,0,0,0,0,0,3,11,0
2964,0,0,0,0,0,0,3,11,0
5585,0,0,0,0,0,0,3,11,1
9687,0,0,0,0,0,0,3,11,0
3732,0,0,0,0,0,0,3,11,0
6303,0,0,0,0,0,0,3,11,0
11176,0,0,0,0,0,0,3,11,0
2986,0,0,0,0,0,0,3,11,0
7462,0,0,0,0,0,0,3,11,0
3900,0,0,0,0,0,0,3,11,0
7034,0,0,0,0,0,0,3,11,0
9493,0,0,1,1,0,0,3,11,1
1143,0,0,0,0,0,0,3,11,0
1,0,0,0,0,1,0,3,11,1
3855,0,0,0,0,0,0,3,11,0
5536,0,1,1,1,1,0,3,11,1
5989,0,0,0,0,0,0,3,11,0
9499,0,1,1,0,0,0,3,11,0
6768,0,0,0,0,0,0,3,11,0
2150,0,0,0,0,0,0,3,11,0
6646,0,0,0,0,0,0,3,11,0
4887,0,0,0,0,0,0,3,11,0
8560,0,0,0,0,0,0,3,11,0
3321,0,0,0,0,0,0,3,11,0
11003,0,0,0,0,0,0,3,11,0
10402,0,0,0,0,0,0,3,11,0
9904,0,0,0,0,0,0,3,11,0
6141,0,0,0,0,0,0,3,11,0
5687,0,0,0,0,0,0,3,11,0
10856,0,0,0,0,0,0,3,11,0
5121,1,0,0,0,0,0,3,11,0
4186,0,0,0,0,0,0,3,11,0
368,0,0,0,0,0,0,3,11,0
3312,0,0,0,0,0,0,3,11,0
11121,0,0,0,0,0,0,3,11,0
5332,0,0,0,0,0,0,3,11,0
5848,1,0,1,0,1,0,3,11,1
10343,0,0,0,0,0,0,3,11,0
5935,0,0,0,0,0,0,3,11,0
2895,0,0,0,0,0,0,3,11,0
10262,0,0,0,0,0,0,3,11,0
7848,0,0,0,0,0,0,3,11,0
9477,0,0,0,0,0,0,3,11,0
4856,1,0,0,1,0,0,3,11,0
7186,1,0,0,0,0,0,3,11,0
5794,0,1,0,1,0,0,3,11,1
1456,0,0,0,0,0,0,3,11,0
4877,0,0,0,0,0,0,3,11,0
425,0,0,0,0,0,0,3,11,0
3007,0,0,0,0,0,0,3,11,0
1031,0,0,1,0,0,0,3,11,0
4297,0,0,0,0,0,0,3,11,0
807,0,0,0,0,0,0,3,11,0
9553,0,0,0,0,0,0,3,11,0
4271,0,0,0,0,0,0,3,11,0
4120,0,0,0,0,0,0,3,11,0
2036,0,0,0,0,0,0,3,11,0
115,0,0,0,0,0,0,3,11,0
4259,0,0,0,0,0,0,3,11,0
8687,0,0,0,0,0,0,3,11,0
2447,0,0,0,0,0,0,3,11,0
10140,0,1,0,0,1,0,3,11,0
9353,0,1,0,0,0,0,3,11,0
3623,0,0,0,0,0,0,3,11,0
738,0,0,0,0,0,0,3,11,0
7631,0,0,0,0,0,0,3,11,0
4789,1,0,1,1,0,0,3,11,0
773,0,0,0,0,0,0,3,11,0
10602,0,0,0,0,0,0,3,11,0
1446,0,0,0,0,0,0,3,11,0
3270,0,0,0,0,0,0,3,11,0
8443,1,0,0,0,0,0,3,11,1
9653,0,0,0,0,0,0,3,11,0
8916,0,0,0,0,0,0,3,11,0
8017,0,0,0,0,0,0,3,11,0
5830,0,0,0,0,0,0,3,11,1
4597,0,0,0,0,0,0,3,11,0
7023,0,0,0,0,0,0,3,11,0
8086,0,0,0,0,0,0,3,11,0
8825,0,0,0,0,0,0,3,11,0
2930,0,0,0,0,0,0,3,11,0
1928,1,0,0,0,0,0,3,11,0
7108,0,0,0,0,0,0,3,11,0
10925,0,0,0,0,0,0,3,11,0
9960,0,0,0,0,0,0,3,11,0
8800,1,0,0,0,0,0,3,11,1
9224,0,0,0,0,0,0,3,11,0
5519,0,0,0,0,0,0,3,11,1
5046,0,0,0,0,0,0,3,11,0
7037,0,0,0,0,0,0,3,11,0
905,0,0,0,0,0,0,3,11,0
8624,0,0,0,0,0,0,3,11,0
8945,0,0,0,0,0,0,3,11,0
6445,0,0,0,0,0,0,3,11,0
2727,0,0,0,0,0,0,3,11,0
6404,0,0,0,0,0,0,3,11,0
11074,0,0,0,0,0,0,3,11,0
10150,0,0,0,1,0,0,3,11,1
1968,0,0,0,0,0,0,3,11,0
6534,0,0,0,0,0,0,3,11,0
9485,0,0,0,0,0,0,3,11,0
7053,0,0,0,0,0,0,3,11,0
4654,0,0,0,0,0,0,3,11,0
9760,0,0,0,0,0,0,3,11,1
1048,0,0,0,0,0,0,3,11,1
10619,0,0,1,0,0,0,3,11,1
9308,0,0,0,0,0,0,3,11,0
10505,0,0,0,0,0,0,3,11,0
8362,0,1,1,0,0,0,3,11,1
2625,0,0,0,0,0,0,3,11,0
4637,0,0,0,1,0,0,3,11,0
9972,1,0,0,0,1,0,3,11,0
4483,0,0,0,0,0,0,3,11,0
4487,0,0,0,0,0,0,3,11,1
4988,0,0,0,0,0,0,3,11,0
8931,0,0,0,1,0,0,3,11,0
5871,0,0,0,0,0,0,3,11,0
2008,0,0,0,1,0,0,3,11,0
3139,0,1,0,0,0,0,3,11,0
10037,0,0,0,0,0,0,3,11,0
10673,0,0,0,0,0,0,3,11,0
5303,0,0,0,0,0,0,3,11,0
538,0,0,0,0,0,0,3,11,0
7922,0,1,0,0,0,0,3,11,0
5692,0,0,0,0,0,0,3,11,0
4843,0,0,0,0,0,0,3,11,0
6383,0,0,0,0,0,0,3,11,0
1628,0,0,0,0,0,0,3,11,0
1204,0,0,0,1,0,0,3,11,0
3673,0,0,0,0,0,0,3,11,0
760,0,0,0,0,0,0,3,11,0
8957,0,0,0,0,0,0,3,11,0
4128,0,0,0,0,0,0,3,11,0
6810,0,0,1,0,0,0,3,11,1
5386,0,1,1,1,0,0,3,11,1
8700,0,0,0,0,0,0,3,11,0
3202,0,1,1,0,0,0,3,11,0
1328,0,0,0,0,0,0,3,11,0
8405,0,0,0,0,0,0,3,11,0
6515,0,0,0,0,0,0,3,11,0
2882,0,0,0,0,0,0,3,11,0
7574,0,0,0,0,0,0,3,11,0
6387,1,0,0,0,0,0,3,11,0
5320,0,0,0,0,0,0,3,11,1
5048,0,0,0,0,0,0,3,11,0
8146,0,0,0,0,0,0,3,11,0
10031,0,0,0,0,0,0,3,11,0
5748,0,0,0,0,0,0,3,11,1
2134,0,0,0,0,0,0,3,11,0
1523,0,0,0,0,0,0,3,11,0
9665,0,0,0,0,0,0,3,11,0
4640,0,0,0,0,0,0,3,11,0
3635,0,0,0,0,0,0,3,11,0
3547,0,0,0,0,0,0,3,11,1
2456,0,0,0,0,0,0,3,11,0
5633,0,0,0,0,0,0,3,11,0
7801,0,0,0,0,0,0,3,11,0
10489,0,0,1,1,0,0,3,11,1
7011,0,0,0,0,0,0,3,11,0
2620,0,0,0,0,0,0,3,11,1
3933,0,0,0,0,0,0,3,11,0
10981,0,0,0,0,0,0,3,11,0
1734,0,0,0,0,0,0,3,11,0
10995,0,0,0,0,0,1,3,11,0
6357,0,0,0,0,0,0,3,11,0
9209,0,0,0,0,0,0,3,11,0
10286,0,0,0,0,0,0,3,11,0
2611,0,0,1,0,0,0,3,11,0
1600,0,0,0,0,0,0,3,11,0
3308,0,0,0,0,0,0,3,11,0
5407,1,0,0,0,0,0,3,11,0
2166,0,0,0,0,0,0,3,11,0
3955,0,0,0,0,0,0,3,11,0
6634,0,0,0,0,0,0,3,11,0
3056,0,0,0,0,0,0,3,11,0
5718,0,0,1,1,0,0,3,11,1
6872,0,0,0,0,0,0,3,11,0
8164,0,0,0,0,0,0,3,11,0
4580,1,0,1,1,0,0,3,11,1
9305,0,0,0,0,0,0,3,11,0
453,0,0,0,0,0,0,3,11,0
8545,0,1,1,1,1,0,3,11,1
9850,0,0,0,0,0,0,3,11,0
7378,1,0,0,0,0,0,3,11,0
7646,0,0,0,0,0,0,3,11,0
1640,0,0,0,0,0,0,3,11,0
5184,0,0,0,0,0,0,3,11,0
8492,0,0,0,1,0,0,3,11,0
11188,0,0,0,0,0,0,3,11,0
1212,1,0,0,0,0,0,3,11,0
9097,0,0,0,0,0,0,3,11,0
10473,0,1,1,0,0,0,3,11,1
7962,0,0,1,1,0,0,3,11,1
9984,1,0,0,1,0,0,3,11,1
5527,0,0,0,0,0,0,3,11,0
6374,0,0,0,0,0,0,3,11,0
7453,1,0,0,0,0,0,3,11,1
8952,0,0,0,0,0,0,3,11,0
241,0,0,1,0,0,0,3,11,0
8975,1,0,0,0,0,0,3,11,0
6119,0,0,0,0,0,0,3,11,0
5236,0,1,1,1,0,0,3,11,0
5723,0,0,0,0,0,0,3,11,0
1710,0,0,0,0,0,0,3,11,0
1970,0,0,0,0,0,0,3,11,0
5313,0,0,0,0,0,0,3,11,0
10634,0,0,0,0,0,0,3,11,0
7010,0,0,1,0,0,0,3,11,0
8562,0,0,0,0,0,0,3,11,0
3158,0,0,0,0,0,0,3,11,0
4436,0,0,0,0,0,0,3,11,0
5287,0,0,0,0,0,0,3,11,0
2445,0,0,0,0,0,0,3,11,0
6059,0,0,0,0,0,0,3,11,1
4550,0,0,0,0,0,0,3,11,0
4240,0,0,0,0,0,0,3,11,0
8911,0,0,0,0,0,0,3,11,0
3706,1,0,0,0,0,0,3,11,1
3628,0,0,0,0,0,0,3,11,0
10175,0,0,0,0,0,0,3,11,0
8985,0,0,0,0,0,0,3,11,0
5204,0,0,1,0,0,0,3,11,1
9220,0,0,0,0,0,0,3,11,1
9888,0,0,0,0,0,0,3,11,0
5263,0,0,0,0,0,0,3,11,0
1020,0,0,1,0,0,0,3,11,0
9503,0,0,0,0,0,0,3,11,0
10613,0,0,0,0,0,0,3,11,0
67,0,0,0,0,0,0,3,11,0
6019,1,0,0,0,0,0,3,11,1
5863,0,0,0,0,0,0,3,11,0
3717,1,0,0,0,0,0,3,11,0
6730,0,0,0,0,0,1,3,11,0
10749,0,0,0,0,0,0,3,11,0
4998,0,0,0,1,0,0,3,11,0
6287,0,0,0,0,0,0,3,11,1
5985,0,0,0,0,0,0,3,11,0
4754,0,0,0,0,0,0,3,11,0
4002,0,0,0,0,0,0,3,11,0
8870,0,0,0,0,0,0,3,11,1
966,0,1,0,0,0,0,3,11,0
4767,0,0,1,0,0,0,3,11,0
9725,1,0,0,0,0,0,3,11,0
4475,0,0,0,0,0,0,3,11,0
5740,0,0,0,0,0,0,3,11,1
5731,0,0,0,0,0,0,3,11,0
7290,0,0,0,0,0,0,3,11,0
3846,0,0,0,0,0,0,3,11,0
8104,0,0,0,0,0,0,3,11,0
4507,0,0,0,0,0,0,3,11,0
11013,0,0,0,0,0,0,3,11,0
4491,0,1,0,0,0,0,3,11,0
3759,1,0,0,0,0,0,3,11,0
1162,0,0,0,0,0,0,3,11,1
2055,1,0,0,0,0,0,3,11,0
10766,0,0,0,0,0,0,3,11,0
4415,0,0,0,0,0,0,3,11,0
3005,1,0,0,1,0,0,3,11,1
2223,0,0,0,0,0,0,3,11,0
4817,0,0,0,0,0,0,3,11,0
2875,0,0,0,0,0,1,3,11,0
10536,0,0,0,0,0,0,3,11,0
11112,0,0,0,0,0,0,3,11,0
3807,0,0,0,0,0,0,3,11,0
9197,0,0,0,0,0,0,3,11,0
10832,0,0,0,0,0,0,3,11,0
6421,0,0,0,1,0,0,3,11,0
4207,1,0,1,0,0,0,3,11,0
577,0,0,0,0,0,0,3,11,0
10855,0,0,0,0,0,0,3,11,0
3081,0,0,0,0,0,0,3,11,0
3535,0,0,0,0,0,0,3,11,0
247,0,0,0,0,0,0,3,11,1
8707,0,0,0,0,0,0,3,11,1
9523,0,0,0,0,0,0,3,11,0
6072,0,0,0,1,0,0,3,11,1
6295,0,0,0,0,0,0,3,11,0
10914,0,0,0,0,0,0,3,11,0
1509,0,1,1,1,1,0,3,11,1
5577,0,0,0,0,0,0,3,11,0
7348,0,0,0,0,0,0,3,11,1
1127,0,0,1,0,0,0,3,11,0
1833,0,0,0,0,0,0,3,11,0
4944,0,0,0,0,0,0,3,11,0
9080,0,0,0,0,0,0,3,11,0
6466,0,0,0,0,0,0,3,11,0
9964,0,0,0,0,0,0,3,11,0
4790,0,0,0,0,0,0,3,11,0
10245,0,0,0,0,0,0,3,11,0
1109,0,0,0,0,0,0,3,11,0
6001,0,0,0,0,0,0,3,11,0
5538,1,0,1,1,0,0,3,11,1
10552,0,0,0,0,0,0,3,11,0
1545,0,0,0,0,0,0,3,11,0
7409,0,0,0,0,0,0,3,11,0
4444,0,0,0,0,0,0,3,11,0
146,0,0,0,1,0,0,3,11,0
6271,0,0,0,0,0,0,3,11,0
10065,0,0,0,0,0,0,3,11,0
4741,0,1,0,0,0,0,3,11,0
246,0,0,0,0,0,0,3,11,0
375,0,0,0,0,0,0,3,11,0
1524,0,0,0,1,0,0,3,11,1
10022,0,0,0,0,0,0,3,11,0
7451,0,1,0,0,0,0,3,11,0
11010,0,0,0,0,0,0,3,11,0
4356,0,1,1,0,0,0,3,11,0
3885,1,0,0,0,0,0,3,11,1
1175,1,0,0,0,0,0,3,11,1
880,0,0,0,0,0,0,3,11,0
2320,0,0,0,0,0,0,3,11,0
850,0,0,0,0,0,0,3,11,0
4713,0,0,0,0,0,0,3,11,0
675,0,0,0,0,0,0,3,11,0
5025,0,0,0,0,0,0,3,11,0
2308,0,0,0,0,0,0,3,11,0
5995,0,0,0,0,0,0,3,11,1
6749,0,0,0,0,0,0,3,11,0
1010,0,0,0,0,0,0,3,11,0
8977,0,0,0,0,0,0,3,11,0
4756,0,0,0,0,0,0,3,11,1
3412,0,1,0,0,0,0,3,11,0
606,0,0,0,0,0,0,3,11,0
5961,0,0,0,0,0,0,3,11,0
2975,0,0,0,1,0,0,3,11,0
2894,0,1,1,1,0,0,3,11,1
7613,0,0,0,0,0,0,3,11,0
10542,0,0,0,0,0,0,3,11,0
8015,0,0,0,0,0,0,3,11,1
10617,0,0,0,0,0,0,3,11,0
11166,0,0,0,0,0,0,3,11,0
849,0,0,0,0,0,0,3,11,0
523,0,0,0,0,0,0,3,11,0
4066,0,0,0,0,0,0,3,11,0
8414,0,0,0,0,0,0,3,11,0
819,0,0,0,0,0,0,3,11,0
4961,0,0,0,0,0,0,3,11,0
749,1,0,0,0,0,0,3,11,1
5430,0,0,0,0,0,0,3,11,0
7755,0,0,0,0,0,0,3,11,0
10525,1,0,0,0,0,0,3,11,1
1453,0,0,0,0,0,0,3,11,0
8310,0,0,0,0,0,0,3,11,0
10710,0,0,0,0,0,0,3,11,0
5031,0,0,1,0,0,0,3,11,1
2613,0,0,0,0,0,0,3,11,0
213,0,0,0,0,0,0,3,11,0
967,0,0,0,0,0,0,3,11,1
1077,0,0,0,0,0,0,3,11,0
7959,0,0,0,0,0,0,3,11,0
640,0,0,0,0,0,0,3,11,0
4252,0,0,0,0,0,0,3,11,0
8432,0,0,0,0,0,0,3,11,0
6218,0,1,0,0,0,0,3,11,0
6905,0,0,0,0,0,0,3,11,0
5922,0,0,0,0,0,0,3,11,0
3598,0,0,0,0,0,0,3,11,0
6116,0,0,0,0,0,0,3,11,0
6263,0,0,0,0,0,0,3,11,0
10486,0,0,0,0,0,0,3,11,0
2410,0,0,0,0,0,0,3,11,0
193,1,0,0,0,0,0,3,11,0
3363,0,0,0,0,0,0,3,11,0
8278,0,0,0,0,0,0,3,11,0
10660,0,1,0,0,0,0,3,11,0
8686,0,0,0,0,0,0,3,11,0
1604,0,0,0,0,0,0,3,11,0
5907,0,0,0,0,0,0,3,11,0
10669,0,0,0,0,0,0,3,11,0
2918,0,0,0,0,0,0,3,11,0
5735,0,0,1,0,0,0,3,11,0
359,0,0,0,0,0,1,3,11,0
8387,0,0,0,0,0,0,3,11,0
1829,0,1,0,0,0,0,3,11,1
3839,0,0,0,0,0,0,3,11,0
9392,0,0,0,0,0,0,3,11,0
2292,0,0,0,0,0,0,3,11,0
10466,0,0,0,0,0,0,3,11,0
9855,0,0,0,1,0,0,3,11,0
4088,0,0,0,0,0,0,3,11,0
5231,0,0,0,0,0,0,3,11,0
590,0,0,0,0,0,0,3,11,1
8732,0,1,1,0,0,0,3,11,1
2315,0,0,0,0,0,0,3,11,0
3515,0,0,0,0,0,0,3,11,0
2245,0,0,0,0,0,0,3,11,0
6283,0,0,0,0,0,0,3,11,0
2246,0,0,0,0,0,0,3,11,0
6606,0,1,0,0,0,0,3,11,0
5545,0,0,0,0,0,0,3,11,0
7342,0,0,0,0,0,0,3,11,0
837,0,0,0,0,0,0,3,11,0
9500,0,0,0,0,0,1,3,11,0
3602,0,0,0,0,0,0,3,11,0
234,1,0,0,0,0,0,3,11,1
2995,0,0,0,0,0,0,3,11,0
1118,1,0,0,0,0,0,3,11,0
7789,0,0,1,0,0,0,3,11,0
3068,0,0,0,0,0,0,3,11,0
8955,1,0,0,0,0,0,3,11,0
945,0,0,0,0,0,0,3,11,0
5644,0,1,0,0,0,0,3,11,0
7192,0,0,0,0,0,1,3,11,0
2324,1,0,0,0,0,0,3,11,0
697,0,0,1,0,0,0,3,11,0
3439,0,0,0,0,0,0,3,11,0
1506,0,0,0,0,0,0,3,11,1
232,0,0,0,0,0,0,3,11,0
8876,0,0,0,0,0,0,3,11,0
4500,0,0,0,0,0,0,3,11,0
9739,0,0,0,0,0,0,3,11,0
10395,0,0,0,0,0,0,3,11,0
1176,0,0,0,0,0,0,3,11,0
1627,0,0,0,1,0,0,3,11,0
938,1,0,0,0,0,0,3,11,0
2740,0,0,0,0,0,0,3,11,0
257,0,0,0,0,0,0,3,11,0
4058,0,1,0,0,0,0,3,11,0
7736,1,0,0,0,0,0,3,11,1
8210,0,0,0,0,0,0,3,11,0
833,0,0,0,0,0,0,3,11,0
6230,0,0,0,0,0,0,3,11,0
7325,0,0,0,0,0,0,3,11,0
1307,0,0,0,0,0,0,3,11,0
1502,0,0,0,0,0,0,3,11,0
6211,0,0,0,0,0,0,3,11,0
843,0,0,0,0,0,0,3,11,0
4174,0,0,0,0,0,0,3,11,0
9757,0,1,1,0,1,0,3,11,0
6918,0,0,0,0,0,0,3,11,0
286,0,0,0,0,0,0,3,11,0
11086,0,0,0,0,0,0,3,11,0
1921,0,0,0,0,0,0,3,11,0
4138,1,0,0,0,0,0,3,11,0
7718,0,0,0,0,0,0,3,11,0
1291,0,0,0,0,0,0,3,11,0
6862,0,0,0,0,0,0,3,11,0
4136,0,0,0,0,0,0,3,11,0
803,0,0,0,0,0,0,3,11,0
4298,0,0,0,0,0,0,3,11,0
10833,0,1,0,0,0,0,3,11,0
9606,0,0,1,1,0,0,3,11,1
8534,0,1,0,0,0,0,3,11,0
5153,1,0,0,0,0,0,3,11,1
961,0,0,0,0,0,0,3,11,0
5011,0,0,0,0,0,0,3,11,0
6653,0,0,0,0,0,0,3,11,1
9094,0,0,0,0,0,0,3,11,1
810,0,0,0,0,0,0,3,11,0
5493,1,0,0,0,0,0,3,11,0
2147,0,0,1,1,0,0,3,11,0
5107,1,0,0,0,0,0,3,11,0
3979,0,0,1,0,0,0,3,11,1
6049,1,0,0,1,0,0,3,11,0
8147,0,0,0,0,0,0,3,11,0
1857,0,0,0,0,0,0,3,11,1
3910,1,0,1,1,0,0,3,11,1
5207,0,0,0,0,0,0,3,11,1
11114,0,0,0,0,0,0,3,11,0
5429,0,0,0,0,0,0,3,11,0
9400,0,0,0,0,0,0,3,11,0
1740,0,1,0,0,0,0,3,11,0
7488,0,0,0,0,0,0,3,11,0
195,1,0,0,0,0,0,3,11,1
635,0,0,0,0,0,0,3,11,0
7527,0,0,0,0,0,0,3,11,0
10319,0,1,0,0,0,0,3,11,0
2296,1,0,0,0,0,0,3,11,0
10637,0,0,0,0,0,1,3,11,0
2931,0,0,0,1,0,0,3,11,0
907,0,0,0,0,0,0,3,11,0
3698,0,0,1,0,0,0,3,11,1
9516,0,1,0,0,1,0,3,11,1
679,0,0,0,0,0,0,3,11,0
7384,0,0,0,0,0,0,3,11,0
5043,0,0,0,0,0,0,3,11,0
5267,0,0,0,0,0,0,3,11,0
339,0,1,0,0,0,0,3,11,1
2516,0,0,0,0,0,0,3,11,0
9010,1,0,1,1,0,0,3,11,1
378,0,0,0,0,0,0,3,11,0
4808,0,0,0,0,0,0,3,11,0
5068,0,0,0,0,0,0,3,11,0
7628,0,0,0,0,0,0,3,11,0
7128,0,0,0,0,0,0,3,11,0
2811,0,0,0,0,0,0,3,11,0
3551,0,0,0,0,0,0,3,11,0
1663,0,0,0,0,0,0,3,11,0
5543,0,1,0,0,0,0,3,11,0
1577,0,0,1,0,0,0,3,11,1
10641,0,0,0,0,0,0,3,11,0
5336,0,0,0,0,0,0,3,11,0
6024,0,1,1,1,0,0,3,11,1
1878,0,0,0,0,0,0,3,11,0
3099,0,0,0,0,0,0,3,11,0
6055,0,1,0,0,0,0,3,11,0
5841,0,0,0,0,0,0,3,11,0
3972,0,0,0,0,0,0,3,11,0
4394,0,1,1,0,0,0,3,11,0
5758,1,0,1,1,1,0,3,11,1
6658,0,0,0,0,0,0,3,11,0
4603,0,0,0,0,0,0,3,11,0
8427,0,0,0,0,0,0,3,11,0
10260,0,0,0,0,0,0,3,11,0
7143,0,0,0,0,0,0,3,11,0
8789,0,0,0,0,0,0,3,11,0
6197,0,0,0,0,0,0,3,11,0
4554,0,0,0,0,0,0,3,11,0
4937,0,0,0,0,0,0,3,11,0
1920,0,0,0,0,0,0,3,11,0
8749,0,0,0,0,0,0,3,11,0
1650,0,0,0,0,0,0,3,11,0
10377,0,0,0,0,0,0,3,11,0
9206,0,0,1,0,0,0,3,11,0
10971,1,0,0,0,0,1,3,11,1
6398,0,0,0,0,0,0,3,11,0
9212,0,0,0,0,0,0,3,11,0
7937,0,0,0,0,0,0,3,11,0
839,0,0,0,0,0,0,3,11,0
